CONVERSATION ID,CONVERSATION TITLE,FROM,SENDER PROFILE URL,TO,RECIPIENT PROFILE URLS,DATE,SUBJECT,CONTENT,FOLDER
2-YzVmNDMwYjMtYjBmNS00ZTk1LWI4MjYtYjkzYzU4ZGZkNWNiXzEwMA==,,manya singh,https://www.linkedin.com/in/manya-singh-a7324a246,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-09 11:20:34 UTC,,"Hi Peter,  Hope you're doing well. I wanted to reconnect and share how QSS Technosoft can support your business with future-ready solutions.  We specialize in:  AI & ML – Generative AI, Data Processing, NLP, Scikit-learn, NLTK  Smart Logistics – IoT-driven supply chain  Web: AngularJS, ReactJS, Node.js, .NET, Java, Python  Mobile: Android, iOS, React Native, Xamarin, Ionic  Healthcare – Telehealth, RPM, EHR/EMR, PACS  Finance – Blockchain & AI analytics  E-commerce – AR/VR & IoT for CX  Let’s schedule a quick call this week or next to discuss how we can collaborate.  Best regards, Manya https://www.qsstechnosoft.com/portfolio",INBOX
2-YzVmNDMwYjMtYjBmNS00ZTk1LWI4MjYtYjkzYzU4ZGZkNWNiXzEwMA==,,manya singh,https://www.linkedin.com/in/manya-singh-a7324a246,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-05 10:40:20 UTC,,"Hi Peter,  Hope you are doing well.  I wanted to touch base on my last message. Do let me know if there are any software project opportunities or dedicated resource requirements where we can work together. Please note that we can help with custom Web and Mobile App Development, UI/UX, QA/Testing service, etc.   Explore our portfolio here: https://www.qsstechnosoft.com/portfolio  We have added some good developers and QA engineers in the last few months and they will be a great addition to your extended team. We will be happy to get on a call to discuss and explore possible collaboration.  Looking forward to hearing from you.  Thanks Manya www.qsstechnosoft.com",INBOX
2-YzVmNDMwYjMtYjBmNS00ZTk1LWI4MjYtYjkzYzU4ZGZkNWNiXzEwMA==,,manya singh,https://www.linkedin.com/in/manya-singh-a7324a246,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-06-02 12:23:28 UTC,,"Hi Peter,  Just wanted to quickly follow up on my earlier messages.  We’re a 250+ strong Software development team skilled in technologies like Java, .NET, Golang, Python, Angular, ReactJS, Node.js, Flutter, React Native, Xamarin, and more — delivering scalable solutions for global clients.  Explore our portfolio: https://www.qsstechnosoft.com/portfolio  Our expertise spans domains like Healthcare, Fintech, Blockchain, GIS, IoT, Chatbots, AI/ML, and Generative AI, offering end-to-end services from UI/UX and architecture to QA and DevOps.  Would you be open to a quick 10-min call to explore if we can support any of your current or upcoming tech needs?  Best regards, Manya www.qsstechnosoft.com",INBOX
2-YzVmNDMwYjMtYjBmNS00ZTk1LWI4MjYtYjkzYzU4ZGZkNWNiXzEwMA==,,manya singh,https://www.linkedin.com/in/manya-singh-a7324a246,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-05-15 09:19:49 UTC,,"Hi Peter,  Hope you are doing well.  I wanted to quickly follow up on my previous message regarding a potential collaboration between us. At QSS Technosoft, we’re always excited to connect with like-minded professionals working in similar technology spaces to explore ways we can complement each other's strengths.  If there's a convenient time for a quick call or if you’d like more information about our capabilities, I’d be happy to share details or set something up.  Looking forward to hearing your thoughts!  Thanks Manya https://www.qsstechnosoft.com/portfolio/",INBOX
2-YzVmNDMwYjMtYjBmNS00ZTk1LWI4MjYtYjkzYzU4ZGZkNWNiXzEwMA==,,manya singh,https://www.linkedin.com/in/manya-singh-a7324a246,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-05-08 11:41:23 UTC,,"Hi Peter,  Hope you are doing well.  Thanks for accepting my invite.  I wanted to reach out and explore if there could be some opportunity for collaboration.  To give you brief information about us, we’re a software development company with teams in both India and the US. We help our clients build custom web and mobile apps, and have a strong team of 250+ experienced developers working across technologies like Java, C#/.NET, Golang, Python, Angular, Node.js, ReactJS, Xamarin, ReactNative, Ionic, Phonegap, Flutter, etc.  We also offer end-to-end development services in areas like Healthcare, Blockchain, Fintech, Chatbot, GIS, IoT, Gen AI, and AI/ML — offering everything from UI/UX to QA, and end-to-end product development. You can review our recent portfolios here: https://www.qsstechnosoft.com/portfolio  Let me know if we can help you with any of your software development or dedicated developers requirements.   Looking forward to hearing from you.  Thanks Manya www.qsstechnosoft.com",INBOX
2-ODUxNzVhNWMtOWY0Mi00OWVhLWI5ZTUtZTA0ZjcxMjg5NTMyXzEwMA==,,Jagan Mohan Reddy G,https://www.linkedin.com/in/jagan-mohan-reddy-g-727753200,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-07-10 16:51:33 UTC,Helping Toilville Scale Outreach with Strategic Lead Gen,"Hi Peter,  I’m Josh from ITExpert.us. We specialize in B2B lead generation for AI and transformation-focused agencies like Toilville.  With your expertise in multi-modular conversational AI, we can help you connect with tech-forward enterprises looking to embed AI into their customer experience and operations. Our services include appointment setting, multichannel outreach (email + LinkedIn), CRM integration, and nurturing sequences tailored to your niche.  Let’s connect for a brief chat on how we can help expand your client base with precision.  Best regards,   Josh  ",INBOX
2-NjdiZWFjNjMtOTU5YS00ZWE4LThkNDktZTdkZWQyOWY3ZjZlXzEwMA==,"Job Opportunity - AI Engineer - Fortune 10 Company - Redmond, WA",Sai Aravind,https://www.linkedin.com/in/aravind-sai,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-07-10 16:34:16 UTC,"Job Opportunity - AI Engineer - Fortune 10 Company - Redmond, WA","Hi Peter,  This is Sai Aravind from IFG (International Financial Group). I was reviewing your profile and felt that you could be a strong potential match for an exciting opportunity we have with one of our Fortune 10 clients. We’re currently hiring for a role that aligns well with your background and experience. If you're open to exploring this opportunity, feel free to reply with your updated resume.  Duration: 12+ months with Potential to extend Location: Redmond, WA  Only on W2  Objective:  The team is building end-to-end AI-powered automation solutions to support the Surface device engineering org, leveraging AI & automation ecosystem. The engineer will help design agent-based services to streamline operations and improve product management.  Key Responsibilities: * Build automation workflows (data extraction, transformation) from Azure DevOps, Excel, etc. * Integrate Azure OpenAI to generate summaries and insights. * Design agentic services (e.g., concierge, telemetry insights). * Collaborate with PMs for scalable design. * Conduct testing, QA, and continuous improvement.  Ideal Candidate: * 3–4 years of automation or AI engineering experience. * Deep hands-on with Copilot Studio, Azure OpenAI, Power BI, Power Automate. * Built agentic workflows (concierge, codename mapping, onboarding automation, etc.). * Skilled in prompt engineering, testing, and production support. * Works well in sprints with limited supervision and can prototype quickly.  Sai Aravind Senior Recruitment Specialist at IFG sai@ifgpr.com +1 206-596-8691",INBOX
2-NjNkMmQ5OWYtZTdkOS00YWE0LTlhZGMtNmYwZDViN2JmOGQzXzEwMA==,,Vinitt K Verma,https://www.linkedin.com/in/vinverma,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-07-10 10:16:09 UTC,Qualified Sales Meetings at Less than 1/4th of Your Current Cost,"Hello Peter,  I hope you are doing well. 	 My name is Vinitt K Verma and I am the Co Founder of CreateMyContent.  	 As a Tech Founder, you must be spending thousands of dollars every month to generate qualified meetings.  		 Not just Founders but Senior Sales resources within the company spend hours in prospecting - this certainly is not the best use of their time.  	 We hire interns, work very closely with them, and generate qualified meetings at less than 1/4th the cost.  We generate up to 4-5 qualified meetings per month with one resource.  We have helped dozens of tech startups. And this model seems to be working. No long-term contract.  Can we get on a quick call to discuss this?   Regards,	 Vinitt K Verma Founder & CEO, Create My Content. ",INBOX
2-NDQ3Y2NjOWItMDM2OC00NDYzLWE4YTktN2U1ZjM0MDQ2ZDNlXzEwMA==,,Alex Peralta 👈,https://www.linkedin.com/in/alex-peralta-👈-a1485899,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-07-09 16:28:41 UTC,,Hey Peter cool to connect,INBOX
2-NTBjZWM2NzItODQ5Yy00YTM4LWJjMTctZDc0NzY0MzY4MjNkXzEwMA==,,Nancy Zhang,https://www.linkedin.com/in/nancy-z-0112449,Peter Swimm,https://www.linkedin.com/in/peterswimm,2025-07-08 14:03:13 UTC,,"Hi Peter, I’m an analyst at a London-based investment firm. We are looking at GitLab as an investment and researching impact of AI on software coding. I was hoping to have an introductory call or paid consultation to discuss current market dynamics. Thank you. ",INBOX
